City,Customer Name,Customer Segment,Customer Type,Feedback,Gender,Order Date,Order ID,Order Priority,POS,Product Category,Product Container,Product Name,Product Sub-Category,Promotion,Region,Row ID,Ship Date,Ship Mode,State,Zip Code,Discount,Labour Cost,Number of Records,Order Quantity,Product Base Margin,Profit,Sales,Shipping Cost,Unit Price
Palm Beach Gardens,Linda Southworth,Consumer,Direct,Satisified,Female,18/01/12,51044,Low,Point of Sales,Furniture,Jumbo Drum,"Global Deluxe Stacking Chair, Gray",Chairs & Chairmats,Outdoor Advertising,South,7154,22/01/12,Delivery Truck,Florida,33403,0.07,7.095,1,26,0.56,120.01,1333.18,14.19,50.98
Oakland Park,Steven Ward,Consumer,Direct,Very Satisfied,Female,02/01/11,24033,High,Point of Sales,Furniture,Jumbo Drum,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",Office Furnishings,Outdoor Advertising,South,3358,04/01/11,Delivery Truck,Florida,33334,0,7.84,1,50,0.62,-252.53,1227.18,15.68,23.99
Riviera Beach,Tracy Zic,Consumer,Direct,Very Satisfied,Female,20/07/10,23041,Low,Point of Sales,Furniture,Jumbo Box,Bevis Boat-Shaped Conference Table,Tables,Window Display,South,3211,27/07/10,Delivery Truck,Florida,33404,0.08,31.37,1,10,0.75,-474.49,2642.95,62.74,262.11
Royal Palm Beach,Tracy Zic,Consumer,Direct,Very Satisfied,Female,19/11/12,31042,Medium,Point of Sales,Furniture,Jumbo Drum,Hon Every-Day¨ Chair Series Swivel Task Chairs,Chairs & Chairmats,Window Display,South,4353,20/11/12,Delivery Truck,Florida,33411,0.05,15,1,26,0.64,192.31,3227.38,30,120.98
Anderson,Saphhira Shifley,Consumer,Direct,Very UnSatisfied,Female,29/04/11,42727,Not Specified,Point of Sales,Furniture,Jumbo Drum,Global Troyª Executive Leather Low-Back Tilter,Chairs & Chairmats,Outdoor Advertising,South,6033,30/04/11,Delivery Truck,South Carolina,29624,0.01,13,1,11,0.6,915.8,5510.23,26,500.98
La Quinta,Ivan Liston,Consumer,Direct,Unsatisfied,Female,06/11/10,23680,Not Specified,Point of Sales,Furniture,Jumbo Box,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",Tables,Radio Advertising,West,3314,07/11/10,Delivery Truck,California,92253,0.1,21.785,1,8,0.63,251.64,2029.496,43.57,320.64
Sunnyvale,Giulietta Dortch,Consumer,Direct,Very Satisfied,Female,20/02/11,21475,Critical,Point of Sales,Furniture,Jumbo Box,Bretford ÒJust In TimeÓ Height-Adjustable Multi-Task Work Tables,Tables,Film Advertising,West,2971,21/02/11,Delivery Truck,California,94086,0.06,37.615,1,15,0.79,-296.06,4956.784,75.23,417.4
Lynnwood,Tonja Turnell,Consumer,Direct,Very Satisfied,Female,27/09/10,39140,Low,Point of Sales,Furniture,Jumbo Box,O'Sullivan 5-Shelf Heavy-Duty Bookcases,Bookcases,Window Display,West,5523,02/10/10,Delivery Truck,Washington,98037,0.02,27.905,1,26,0.6,-624.29,2268.91,55.81,81.94
Lynnwood,Tonja Turnell,Consumer,Direct,Very Satisfied,Female,05/02/11,32007,Low,Point of Sales,Furniture,Jumbo Box,Bretford ÒJust In TimeÓ Height-Adjustable Multi-Task Work Tables,Tables,Window Display,West,4498,09/02/11,Delivery Truck,Washington,98037,0.06,37.615,1,41,0.79,9.93,17448.75,75.23,417.4
Billings,Julia Dunbar,Consumer,Direct,Very UnSatisfied,Female,11/06/12,58658,Medium,Point of Sales,Furniture,Jumbo Box,O'Sullivan Living Dimensions 2-Shelf Bookcases,Bookcases,Outdoor Advertising,West,8204,12/06/12,Delivery Truck,Montana,59102,0.09,29.32,1,7,0.75,-404.36,883.23,58.64,120.98
Mankato,Sally Matthias,Corporate,Direct,Satisified,Female,31/05/12,1285,Critical,Point of Sales,Furniture,Jumbo Box,"O'Sullivan Elevations Bookcase, Cherry Finish",Bookcases,Outdoor Advertising,Central,193,31/05/12,Delivery Truck,Minnesota,56001,0,27.37,1,27,0.69,-305.98,3874.12,54.74,130.98
Mankato,Sally Matthias,Corporate,Direct,Satisified,Female,31/05/12,1285,Critical,Point of Sales,Furniture,Jumbo Box,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Tables,Outdoor Advertising,Central,194,01/06/12,Delivery Truck,Minnesota,56001,0.05,34.82,1,8,0.77,-277.29,1452.216,69.64,218.75
Liberal,Lisa DeCherney,Corporate,Direct,Satisified,Female,12/12/09,35364,Critical,Point of Sales,Furniture,Jumbo Box,Bretford Rectangular Conference Table Tops,Tables,Outdoor Advertising,Central,4971,14/12/09,Delivery Truck,Kansas,67901,0.06,42.815,1,29,0.74,-871.515,10338.93,85.63,376.13
Liberal,Lisa DeCherney,Corporate,Direct,Satisified,Female,12/12/09,35364,Critical,Point of Sales,Furniture,Jumbo Box,Bush Advantage Collection¨ Racetrack Conference Table,Tables,Outdoor Advertising,Central,4972,13/12/09,Delivery Truck,Kansas,67901,0.06,55.1,1,37,0.67,455.02,15897.01,110.2,424.21
Brookings,Lisa DeCherney,Corporate,Direct,Satisified,Female,25/09/11,18085,High,Point of Sales,Furniture,Jumbo Box,Bretford CR4500 Series Slim Rectangular Table,Tables,Outdoor Advertising,Central,2484,27/09/11,Delivery Truck,South Dakota,57006,0.01,20.095,1,23,0.62,1541.25,8127.51,40.19,348.21
Flint,Liz Price,Corporate,Direct,Satisified,Female,11/08/09,20389,High,Point of Sales,Furniture,Jumbo Box,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Bookcases,Outdoor Advertising,Central,2824,13/08/09,Delivery Truck,Michigan,48505,0.09,20.955,1,31,0.59,883.29,7477.78,41.91,260.98
North Platte,Lisa DeCherney,Corporate,Direct,Satisified,Female,20/12/12,54791,High,Point of Sales,Furniture,Jumbo Drum,Office Star - Task Chair with Contemporary Loop Arms,Chairs & Chairmats,Outdoor Advertising,Central,7648,22/12/12,Delivery Truck,Nebraska,69101,0,15,1,45,0.61,135.68,4165.04,30,90.98
Liberal,Lisa DeCherney,Corporate,Direct,Satisified,Female,25/05/11,33665,Low,Point of Sales,Furniture,Jumbo Drum,Global Commerceª Series High-Back Swivel/Tilt Chairs,Chairs & Chairmats,Outdoor Advertising,Central,4727,30/05/11,Delivery Truck,Kansas,67901,0.08,34.775,1,45,0.6,1063.46,12457.63,69.55,284.98
New Albany,Hilary Holden,Corporate,Direct,Unsatisfied,Female,12/02/10,57159,Critical,Point of Sales,Furniture,Jumbo Drum,Hon 2090 ÒPillow SoftÓ Series Mid Back Swivel/Tilt Chairs,Chairs & Chairmats,Radio Advertising,Central,8001,13/02/10,Delivery Truck,Indiana,47150,0.09,28.5,1,17,0.78,-635.65,4621.1,57,280.98
Downers Grove,Hunter Glantz,Corporate,Direct,Unsatisfied,Female,23/02/12,40132,Low,Point of Sales,Furniture,Jumbo Box,Bevis 36 x 72 Conference Tables,Tables,Radio Advertising,Central,5676,29/02/12,Delivery Truck,Illinois,60516,0.04,25.97,1,36,0.63,-219.375,4698.5,51.94,124.49
Downers Grove,Hunter Glantz,Corporate,Direct,Unsatisfied,Female,23/02/12,40132,Low,Point of Sales,Furniture,Jumbo Drum,"Global Deluxe Stacking Chair, Gray",Chairs & Chairmats,Radio Advertising,Central,5675,29/02/12,Delivery Truck,Illinois,60516,0.04,7.095,1,26,0.56,149.83,1363,14.19,50.98
Hutchinson,Sonia Sunley,Corporate,Direct,Very Satisfied,Female,02/01/11,10144,Critical,Point of Sales,Furniture,Jumbo Box,Global Adaptabilitiesª Conference Tables,Tables,Outdoor Advertising,Central,1397,02/01/11,Delivery Truck,Kansas,67501,0.1,17.835,1,24,0.66,539.54,6408.3,35.67,280.98
Hutchinson,Sonia Sunley,Corporate,Direct,Very Satisfied,Female,02/01/11,10144,Critical,Point of Sales,Furniture,Jumbo Drum,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Chairs & Chairmats,Outdoor Advertising,Central,1396,04/01/11,Delivery Truck,Kansas,67501,0.02,15,1,1,0.62,-98.3,192.49,30,160.98
Hutchinson,Sonia Sunley,Corporate,Direct,Very Satisfied,Female,02/01/11,10144,Critical,Point of Sales,Furniture,Jumbo Drum,Hon 4700 Series Mobuisª Mid-Back Task Chairs with Adjustable Arms,Chairs & Chairmats,Outdoor Advertising,Central,1395,04/01/11,Delivery Truck,Kansas,67501,0.08,29.46,1,16,0.64,103.83,5403.75,58.92,355.98
Pontiac,Shahid Shariari,Corporate,Direct,Very Satisfied,Female,15/09/12,31874,High,Point of Sales,Furniture,Jumbo Box,Bretford CR4500 Series Slim Rectangular Table,Tables,Outdoor Advertising,Central,4478,15/09/12,Delivery Truck,Michigan,48342,0.05,42.42,1,39,0.66,275.93,13244.04,84.84,348.21
Freeport,Julia West,Corporate,Direct,Very UnSatisfied,Female,17/03/11,15205,Critical,Point of Sales,Furniture,Jumbo Drum,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Chairs & Chairmats,Outdoor Advertising,Central,2129,19/03/11,Delivery Truck,Illinois,61032,0.02,21.66,1,18,0.55,678.26,4605.36,43.32,243.98
Freeport,Julia West,Corporate,Direct,Very UnSatisfied,Female,19/07/11,2757,Critical,Point of Sales,Furniture,Jumbo Drum,Bevis Steel Folding Chairs,Chairs & Chairmats,Outdoor Advertising,Central,406,19/07/11,Delivery Truck,Illinois,61032,0.07,37.175,1,39,0.57,-1766.01,3554.46,74.35,95.95
Hays,Sarah Foster,Corporate,Direct,Very UnSatisfied,Female,15/08/09,50310,Medium,Point of Sales,Furniture,Jumbo Drum,"Global Leather Task Chair, Black",Chairs & Chairmats,Outdoor Advertising,Central,7052,18/08/09,Delivery Truck,Kansas,67601,0.03,21,1,43,0.66,-444.14,4095.76,42,89.99
Utica,Anne Pryor,Corporate,Direct,Satisified,Female,18/07/12,43907,Critical,Point of Sales,Furniture,Jumbo Box,Hon iLevelª Computer Training Table,Tables,Film Advertising,East,6198,20/07/12,Delivery Truck,New York,13501,0,22.755,1,42,0.65,-1981.551,1392.77,45.51,31.76
Cincinnati,Alejandro Grove,Corporate,Direct,Unsatisfied,Female,30/09/09,41728,High,Point of Sales,Furniture,Jumbo Drum,Hon Deluxe Fabric Upholstered Stacking Chairs,Chairs & Chairmats,Outdoor Advertising,East,5881,01/10/09,Delivery Truck,Ohio,45231,0.02,31.47,1,10,0.57,41.53,2549.58,62.94,243.98
Cleveland,Alejandro Grove,Corporate,Direct,Unsatisfied,Female,10/04/10,53349,Low,Point of Sales,Furniture,Jumbo Drum,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Chairs & Chairmats,Outdoor Advertising,East,7472,19/04/10,Delivery Truck,Ohio,44105,0.07,21.66,1,46,0.55,2349.29,11002.66,43.32,243.98
South Burlington,Tracy Poddar,Corporate,Direct,Very Satisfied,Female,20/12/11,12320,Critical,Point of Sales,Furniture,Jumbo Box,Anderson Hickey Conga Table Tops & Accessories,Tables,Window Display,East,1713,22/12/11,Delivery Truck,Vermont,5403,0.05,13.875,1,35,0.76,11.65095,539.21,27.75,15.23
Sanford,Tony Molinari,Corporate,Direct,Very Satisfied,Female,28/07/09,24644,Critical,Point of Sales,Furniture,Jumbo Drum,"Global High-Back Leather Tilter, Burgundy",Chairs & Chairmats,Window Display,East,3459,29/07/09,Delivery Truck,Maine,4073,0,35.1,1,46,0.74,-1764.29,5897.47,70.2,122.99
Schenectady,Stewart Visinsky,Corporate,Direct,Very Satisfied,Female,27/07/10,16640,Low,Point of Sales,Furniture,Jumbo Drum,Hon Comfortask¨ Task/Swivel Chairs,Chairs & Chairmats,Outdoor Advertising,East,2307,29/07/10,Delivery Truck,New York,12306,0.09,15,1,6,0.69,-227.51,652.33,30,113.98
Waterville,Tony Molinari,Corporate,Direct,Very Satisfied,Female,28/06/11,15619,Low,Point of Sales,Furniture,Jumbo Drum,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Chairs & Chairmats,Window Display,East,2168,05/07/11,Delivery Truck,Maine,4901,0.1,15,1,9,0.62,-65.02,1425.21,30,160.98
Schenectady,Stewart Visinsky,Corporate,Direct,Very Satisfied,Female,23/09/12,22055,Medium,Point of Sales,Furniture,Jumbo Drum,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Chairs & Chairmats,Outdoor Advertising,East,3076,25/09/12,Delivery Truck,New York,12306,0.05,15,1,40,0.62,632.98,6147.24,30,160.98
Rochester,Sheri Gordon,Corporate,Direct,Very Satisfied,Female,05/03/11,39878,Not Specified,Point of Sales,Furniture,Jumbo Box,"Iceberg OfficeWorks 42"" Round Tables",Tables,Outdoor Advertising,East,5638,07/03/11,Delivery Truck,New York,14609,0,19.625,1,50,0.75,-375.3321,7663.74,39.25,150.98
Garfield Heights,Sandra Flanagan,Corporate,Direct,Very UnSatisfied,Female,22/10/11,4387,Critical,Point of Sales,Furniture,Jumbo Box,"Iceberg OfficeWorks 42"" Round Tables",Tables,Outdoor Advertising,East,627,23/10/11,Delivery Truck,Ohio,44125,0.07,19.625,1,4,0.75,-388.5167,640.21,39.25,150.98
Mechanicsville,Liz MacKendrick,Corporate,Direct,Satisified,Female,26/12/09,32101,Low,Point of Sales,Furniture,Jumbo Drum,Hon 4070 Series Pagodaª Armless Upholstered Stacking Chairs,Chairs & Chairmats,Outdoor Advertising,South,4511,30/12/09,Delivery Truck,Virginia,23111,0.04,24.4,1,48,0.56,3799.59,14567.15,48.8,291.73
Fayetteville,Steve Chapman,Corporate,Direct,Very Satisfied,Female,19/11/11,37252,Low,Point of Sales,Furniture,Jumbo Box,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Bookcases,Outdoor Advertising,South,5235,24/11/11,Delivery Truck,Arkansas,72701,0.03,22.275,1,34,0.62,7497.55,29345.27,44.55,880.98
Fayetteville,Steve Chapman,Corporate,Direct,Very Satisfied,Female,26/02/10,38979,Low,Point of Sales,Furniture,Jumbo Drum,"Situations Contoured Folding Chairs, 4/Set",Chairs & Chairmats,Outdoor Advertising,South,5496,26/02/10,Delivery Truck,Arkansas,72701,0.07,29.905,1,48,0.6,-1701.96,3355.1,59.81,70.98
Lehi,Ann Steele,Corporate,Direct,Satisified,Female,09/12/12,32449,Critical,Point of Sales,Furniture,Jumbo Box,Bush Advantage Collection¨ Racetrack Conference Table,Tables,Direct Mail,West,4559,10/12/12,Delivery Truck,Utah,84043,0.08,55.1,1,12,0.67,-694.33,4887.14,110.2,424.21
Lehi,Ann Steele,Corporate,Direct,Satisified,Female,20/08/12,36101,High,Point of Sales,Furniture,Jumbo Box,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",Bookcases,Direct Mail,West,5064,21/08/12,Delivery Truck,Utah,84043,0.09,26.74,1,3,0.65,-271.26,446.05,53.48,140.98
Elk Plain,Liz Pelletier,Corporate,Direct,Satisified,Female,15/07/11,32,High,Point of Sales,Furniture,Jumbo Box,KI Conference Tables,Tables,Outdoor Advertising,West,4,16/07/11,Delivery Truck,Washington,98387,0.09,44.65,1,24,0.72,-1748.56,1761.4,89.3,70.89
Orem,Bruce Money,Corporate,Direct,Satisified,Female,04/06/10,26947,High,Point of Sales,Furniture,Jumbo Drum,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",Tables,Television Advertising,West,3773,07/06/10,Delivery Truck,Utah,84057,0.01,30,1,4,0.59,-212.34,467.15,60,100.8
Layton,Alice McCarthy,Corporate,Direct,Satisified,Female,11/08/11,54051,Medium,Point of Sales,Furniture,Jumbo Box,"Sauder Forest Hills Library, Woodland Oak Finish",Bookcases,fairs and exhibition,West,7553,13/08/11,Delivery Truck,Utah,84041,0.05,18.045,1,23,0.77,-307.46,3301.33,36.09,140.98
Lakewood,Art Miller,Corporate,Direct,Satisified,Female,13/12/11,2595,Not Specified,Point of Sales,Furniture,Jumbo Box,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Bookcases,fairs and exhibition,West,374,14/12/11,Delivery Truck,Colorado,80232,0.04,22.275,1,13,0.62,2322.44,11764.25,44.55,880.98
Vacaville,Alejandro Savely,Corporate,Direct,Unsatisfied,Female,22/09/09,41440,High,Point of Sales,Furniture,Jumbo Box,Hon 94000 Series Round Tables,Tables,Window Display,West,5842,25/09/09,Delivery Truck,California,95687,0.01,27.06,1,19,0.76,173.48,6070.96,54.12,296.18
Temecula,Giulietta Dortch,Corporate,Direct,Very Satisfied,Female,25/06/10,22913,Critical,Point of Sales,Furniture,Jumbo Box,Bretford CR4500 Series Slim Rectangular Table,Tables,Film Advertising,West,3194,28/06/10,Delivery Truck,California,92592,0.06,20.095,1,24,0.62,1715.9,6568.024,40.19,348.21
Bend,Sonia Cooley,Corporate,Direct,Very Satisfied,Female,02/03/12,384,Low,Point of Sales,Furniture,Jumbo Box,BPI Conference Tables,Tables,Outdoor Advertising,West,65,09/03/12,Delivery Truck,Oregon,97701,0.02,40.1,1,50,0.71,-1820.84,7666.04,80.2,146.05
Corvallis,Sonia Cooley,Corporate,Direct,Very Satisfied,Female,21/08/10,45511,Low,Point of Sales,Furniture,Jumbo Box,Hon iLevelª Computer Training Table,Tables,Outdoor Advertising,West,6405,28/08/10,Delivery Truck,Oregon,97330,0.08,22.755,1,31,0.65,-1099.46,951.31,45.51,31.76
Berkeley,Speros Goranitis,Corporate,Direct,Very Satisfied,Female,01/05/11,30848,Medium,Point of Sales,Furniture,Jumbo Box,Bretford CR4500 Series Slim Rectangular Table,Tables,Outdoor Advertising,West,4327,03/05/11,Delivery Truck,California,94704,0.09,20.095,1,13,0.62,298.83,4324.29,40.19,348.21
Menlo Park,Giulietta Dortch,Corporate,Direct,Very Satisfied,Female,29/08/10,9251,Medium,Point of Sales,Furniture,Jumbo Drum,"Global Leather Task Chair, Black",Chairs & Chairmats,Film Advertising,West,1274,31/08/10,Delivery Truck,California,94025,0,21,1,38,0.66,-400.33,3632.6,42,89.99
Fairfield,Tony Molinari,Corporate,Direct,Very Satisfied,Female,30/12/12,50950,Not Specified,Point of Sales,Furniture,Jumbo Drum,Novimex Fabric Task Chair,Chairs & Chairmats,Window Display,West,7141,30/12/12,Delivery Truck,California,94533,0.06,15,1,6,0.7,-166.96,391.12,30,60.98
Eastpointe,Lena Hernandez,Home Office,Direct,Neutral,Female,01/02/11,55075,Critical,Point of Sales,Furniture,Jumbo Drum,"Global Stack Chair without Arms, Black",Chairs & Chairmats,Outdoor Advertising,Central,7685,04/02/11,Delivery Truck,Michigan,48021,0.08,7.18,1,21,0.6,-124.42,556.45,14.36,25.98
Plainview,Lena Creighton,Home Office,Direct,Neutral,Female,22/10/10,52896,High,Point of Sales,Furniture,Jumbo Box,"Bevis Round Bullnose 29"" High Table Top",Tables,Outdoor Advertising,Central,7413,23/10/10,Delivery Truck,Texas,79072,0,33.335,1,6,0.65,-192.492,1718.43,66.67,259.71
Eastpointe,Lena Hernandez,Home Office,Direct,Neutral,Female,20/09/10,14529,Low,Point of Sales,Furniture,Jumbo Drum,"Global Leather Task Chair, Black",Chairs & Chairmats,Outdoor Advertising,Central,2037,24/09/10,Delivery Truck,Michigan,48021,0.1,21,1,44,0.66,-821.87,3819.42,42,89.99
Midland,Sally Knutson,Home Office,Direct,Satisified,Female,01/08/11,25633,Low,Point of Sales,Furniture,Jumbo Box,Bevis Rectangular Conference Tables,Tables,Outdoor Advertising,Central,3590,06/08/11,Delivery Truck,Michigan,48640,0.06,25.96,1,36,0.69,-582.426,5140.08,51.92,145.98
West Des Moines,Seth Vernon,Home Office,Direct,Very Satisfied,Female,28/06/09,20322,Critical,Point of Sales,Furniture,Jumbo Box,"Bush Westfield Collection Bookcases, Fully Assembled",Bookcases,Outdoor Advertising,Central,2816,28/06/09,Delivery Truck,Iowa,50265,0.09,17.92,1,46,0.62,-129.53,4601.02,35.84,100.98
Cleburne,Eugene Hildebrand,Home Office,Direct,Very Satisfied,Female,13/05/12,58853,Critical,Point of Sales,Furniture,Jumbo Drum,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Chairs & Chairmats,Film Advertising,Central,8233,14/05/12,Delivery Truck,Texas,76031,0.09,11.88,1,27,0.58,1116.67,5307.5,23.76,200.98
Plum,Lena Creighton,Home Office,Direct,Neutral,Female,22/10/10,52896,High,Point of Sales,Furniture,Jumbo Box,Bretford CR8500 Series Meeting Room Furniture,Tables,Outdoor Advertising,East,7416,24/10/10,Delivery Truck,Pennsylvania,15239,0.03,38.185,1,36,0.6,-969.048366,14358.64,76.37,400.98
Philadelphia,Lena Creighton,Home Office,Direct,Neutral,Female,01/12/11,27106,High,Point of Sales,Furniture,Jumbo Drum,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Chairs & Chairmats,Outdoor Advertising,East,3802,03/12/11,Delivery Truck,Pennsylvania,19143,0.08,15,1,29,0.78,-570.18,3524.55,30,130.98
Troy,Anne Pryor,Home Office,Direct,Satisified,Female,16/07/10,24069,Low,Point of Sales,Furniture,Jumbo Box,Bretford Rectangular Conference Table Tops,Tables,Direct Mail,East,3367,23/07/10,Delivery Truck,New York,12180,0.02,42.815,1,21,0.74,-592.5205,7981.2,85.63,376.13
Valley Stream,Anne Pryor,Home Office,Direct,Satisified,Female,12/02/11,46562,Not Specified,Point of Sales,Furniture,Jumbo Box,Bevis Rectangular Conference Tables,Tables,Film Advertising,East,6547,14/02/11,Delivery Truck,New York,11580,0.01,23.1,1,35,0.69,-352.789866,5407.9,46.2,145.98
Elmira,Helen Wasserman,Home Office,Direct,Unsatisfied,Female,20/12/10,49988,High,Point of Sales,Furniture,Jumbo Box,Bretford CR8500 Series Meeting Room Furniture,Tables,newspapers and magazines,East,7002,22/12/10,Delivery Truck,New York,14901,0.08,21.26,1,33,0.71,-969.048366,10162.576,42.52,400.98
Dundalk,Helen Wasserman,Home Office,Direct,Unsatisfied,Female,04/08/11,14113,High,Point of Sales,Furniture,Jumbo Box,Bretford Rectangular Conference Table Tops,Tables,newspapers and magazines,East,1972,06/08/11,Delivery Truck,Maryland,21222,0.09,42.815,1,22,0.74,-774.1448,8218.16,85.63,376.13
Parkersburg,Julie Prescott,Home Office,Direct,Very UnSatisfied,Female,09/08/11,23558,Low,Point of Sales,Furniture,Jumbo Box,Hon iLevelª Computer Training Table,Tables,Outdoor Advertising,East,3297,14/08/11,Delivery Truck,West Virginia,26101,0.03,22.755,1,17,0.65,24.2964,579.71,45.51,31.76
Garfield Heights,Sandra Flanagan,Home Office,Direct,Very UnSatisfied,Female,24/10/11,4512,Low,Point of Sales,Furniture,Jumbo Box,Bevis Round Conference Table Top & Single Column Base,Tables,Outdoor Advertising,East,639,29/10/11,Delivery Truck,Ohio,44125,0.06,21.875,1,43,0.64,-353.659878,6077.11,43.75,146.34
Birmingham,Ionia McGrath,Home Office,Direct,Unsatisfied,Female,10/12/10,11047,Low,Point of Sales,Furniture,Jumbo Box,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",Tables,Radio Advertising,South,1536,12/12/10,Delivery Truck,Alabama,35211,0.07,32.295,1,24,0.66,2271.68,10480.272,64.59,550.98
Columbia,Tracy Blumstein,Home Office,Direct,Very Satisfied,Female,17/02/12,24775,Critical,Point of Sales,Furniture,Jumbo Box,Hon 4-Shelf Metal Bookcases,Bookcases,Window Display,South,3480,19/02/12,Delivery Truck,South Carolina,29203,0,28.11,1,15,0.6,112.58,1616.66,56.22,100.98
Great Falls,Lisa Ryan,Home Office,Direct,Satisified,Female,08/12/12,49798,Critical,Point of Sales,Furniture,Jumbo Drum,Hon 2090 ÒPillow SoftÓ Series Mid Back Swivel/Tilt Chairs,Chairs & Chairmats,Outdoor Advertising,West,6968,09/12/12,Delivery Truck,Montana,59405,0.09,28.5,1,5,0.78,-517.83,1424.95,57,280.98
Mcminnville,Alyssa Crouse,Home Office,Direct,Satisified,Female,14/03/10,38791,Low,Point of Sales,Furniture,Jumbo Box,KI Conference Tables,Tables,Window Display,West,5463,21/03/10,Delivery Truck,Oregon,97128,0.03,44.65,1,24,0.69,-1565.89,1457.712,89.3,70.89
Oro Valley,Bruce Degenhardt,Home Office,Direct,Satisified,Female,21/04/11,52261,Not Specified,Point of Sales,Furniture,Jumbo Box,Bush Advantage Collection¨ Round Conference Table,Tables,Television Advertising,West,7334,22/04/11,Delivery Truck,Arizona,85737,0.02,26.1,1,49,0.64,611.11,10261.25,52.2,212.6
Appleton,Lena Radford,Small Business,Direct,Neutral,Female,27/12/12,1573,High,Point of Sales,Furniture,Jumbo Drum,"Global Push Button Manager's Chair, Indigo",Chairs & Chairmats,Outdoor Advertising,Central,234,29/12/12,Delivery Truck,Wisconsin,54915,0.09,16.205,1,13,0.56,-226.45,759.94,32.41,60.89
Country Club Hills,Henry Goldwyn,Small Business,Direct,Unsatisfied,Female,30/12/11,58626,High,Point of Sales,Furniture,Jumbo Drum,"Global Leather and Oak Executive Chair, Black",Chairs & Chairmats,newspapers and magazines,Central,8197,01/01/12,Delivery Truck,Illinois,60478,0.05,32.365,1,23,0.56,673.77,6641.14,64.73,300.98
Country Club Hills,Henry Goldwyn,Small Business,Direct,Unsatisfied,Female,30/12/11,58626,High,Point of Sales,Furniture,Jumbo Drum,Global Troyª Executive Leather Low-Back Tilter,Chairs & Chairmats,newspapers and magazines,Central,8198,02/01/12,Delivery Truck,Illinois,60478,0.07,13,1,21,0.6,2608.72,10469.03,26,500.98
Leawood,Sonia Sunley,Small Business,Direct,Very Satisfied,Female,12/08/09,45573,High,Point of Sales,Furniture,Jumbo Drum,Hon Every-Day¨ Chair Series Swivel Task Chairs,Chairs & Chairmats,Outdoor Advertising,Central,6415,14/08/09,Delivery Truck,Kansas,66209,0.05,15,1,5,0.64,-151.46,627.64,30,120.98
Berea,Lena Radford,Small Business,Direct,Neutral,Female,18/02/12,37123,High,Point of Sales,Furniture,Jumbo Box,Anderson Hickey Conga Table Tops & Accessories,Tables,Outdoor Advertising,East,5215,19/02/12,Delivery Truck,Ohio,44017,0.05,13.875,1,50,0.76,11.65095,794.58,27.75,15.23
Euclid,Herbert Flentye,Small Business,Direct,Unsatisfied,Female,07/07/10,46374,High,Point of Sales,Furniture,Jumbo Box,"Bevis Round Bullnose 29"" High Table Top",Tables,Radio Advertising,East,6516,09/07/10,Delivery Truck,Ohio,44117,0.08,33.335,1,7,0.65,-627.641157,1822.83,66.67,259.71
Euclid,Herbert Flentye,Small Business,Direct,Unsatisfied,Female,07/12/10,3591,Medium,Point of Sales,Furniture,Jumbo Drum,"Global Leather Task Chair, Black",Chairs & Chairmats,Radio Advertising,East,531,08/12/10,Delivery Truck,Ohio,44117,0.08,21,1,12,0.66,-311.54,1085.16,42,89.99
Hermitage,Steven Roelle,Small Business,Direct,Very Satisfied,Female,31/07/12,56384,Critical,Point of Sales,Furniture,Jumbo Box,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Tables,Outdoor Advertising,East,7883,02/08/12,Delivery Truck,Pennsylvania,16148,0.08,34.82,1,29,0.77,-528.653125,6139.34,69.64,218.75
Hermitage,Steven Roelle,Small Business,Direct,Very Satisfied,Female,20/10/11,37891,High,Point of Sales,Furniture,Jumbo Box,"Bevis Round Bullnose 29"" High Table Top",Tables,Outdoor Advertising,East,5332,20/10/11,Delivery Truck,Pennsylvania,16148,0.02,33.335,1,4,0.61,-627.641157,1135.64,66.67,259.71
Stow,Steve Nguyen,Small Business,Direct,Very Satisfied,Female,07/07/09,12480,Medium,Point of Sales,Furniture,Jumbo Box,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,Bookcases,Outdoor Advertising,East,1739,08/07/09,Delivery Truck,Ohio,44224,0,16.09,1,8,0.78,-203.27,1187.01,32.18,137.48
